Modelos,Vizinhos Proximos,Escala dos Dados,Variáveis Utilizadas,Acurácia Média,Recall Médio,Precisão Média
KNeighborsClassifier(n_neighbors=21),21,QuantileTransformer,25,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(n_neighbors=19),19,QuantileTransformer,29,0.9629473684210528,0.9523470839260313,0.9737728937728939
KNeighborsClassifier(n_neighbors=11),11,Normalizer,29,0.9629473684210528,0.9576102418207683,0.9685097358781569
KNeighborsClassifier(),5,QuantileTransformer,29,0.9629473684210528,0.9576102418207683,0.9686684660368872
KNeighborsClassifier(n_neighbors=19),19,QuantileTransformer,28,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(),5,QuantileTransformer,26,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(n_neighbors=13),13,QuantileTransformer,26,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(n_neighbors=15),15,QuantileTransformer,26,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(n_neighbors=17),17,QuantileTransformer,26,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(n_neighbors=21),21,QuantileTransformer,26,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(),5,QuantileTransformer,25,0.9629473684210528,0.9523470839260313,0.9743589743589745
KNeighborsClassifier(n_neighbors=13),13,QuantileTransformer,25,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(n_neighbors=15),15,QuantileTransformer,25,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(n_neighbors=19),19,QuantileTransformer,25,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(n_neighbors=13),13,Normalizer,30,0.9629473684210528,0.9576102418207683,0.9686684660368872
KNeighborsClassifier(n_neighbors=19),19,QuantileTransformer,23,0.9629473684210528,0.9523470839260313,0.9743589743589745
KNeighborsClassifier(n_neighbors=19),19,QuantileTransformer,22,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(n_neighbors=15),15,QuantileTransformer,22,0.9629473684210528,0.9523470839260313,0.9743589743589745
KNeighborsClassifier(n_neighbors=17),17,QuantileTransformer,23,0.9629473684210528,0.9523470839260313,0.9743589743589745
KNeighborsClassifier(n_neighbors=25),25,QuantileTransformer,23,0.9629473684210528,0.9576102418207683,0.9686446886446888
KNeighborsClassifier(),5,Normalizer,19,0.9629473684210526,0.9523470839260313,0.974081774081774
KNeighborsClassifier(n_neighbors=9),9,QuantileTransformer,20,0.9629473684210526,0.9470839260312944,0.9790823211875843
KNeighborsClassifier(n_neighbors=3),3,QuantileTransformer,25,0.9629473684210526,0.9523470839260313,0.9742105263157896
KNeighborsClassifier(n_neighbors=3),3,QuantileTransformer,28,0.9629473684210526,0.9523470839260313,0.9736769157821789
KNeighborsClassifier(n_neighbors=11),11,QuantileTransformer,21,0.9629473684210526,0.9470839260312944,0.9790823211875843
KNeighborsClassifier(n_neighbors=3),3,QuantileTransformer,30,0.9629473684210526,0.9628733997155049,0.9640823211875842
KNeighborsClassifier(),5,Normalizer,18,0.9629473684210526,0.9576102418207683,0.9692307692307693
KNeighborsClassifier(n_neighbors=3),3,QuantileTransformer,29,0.9629473684210526,0.9576102418207683,0.9682636077372919
KNeighborsClassifier(n_neighbors=9),9,Normalizer,22,0.9629122807017545,0.9574679943100997,0.9686909581646426
KNeighborsClassifier(n_neighbors=9),9,Normalizer,21,0.9629122807017545,0.9574679943100997,0.9686909581646426
KNeighborsClassifier(),5,Normalizer,20,0.9629122807017545,0.9522048364153626,0.9736842105263157
KNeighborsClassifier(n_neighbors=23),23,QuantileTransformer,22,0.9629122807017545,0.9522048364153626,0.9738191632928477
KNeighborsClassifier(n_neighbors=25),25,Normalizer,20,0.9629122807017543,0.9628733997155049,0.963690411058832
KNeighborsClassifier(n_neighbors=13),13,Normalizer,27,0.9629122807017543,0.9576102418207683,0.9690958164642375
KNeighborsClassifier(n_neighbors=17),17,QuantileTransformer,28,0.9629122807017543,0.9576102418207683,0.9686446886446886
KNeighborsClassifier(n_neighbors=23),23,Normalizer,26,0.9629122807017543,0.9576102418207683,0.9689535689535689
KNeighborsClassifier(n_neighbors=13),13,Normalizer,29,0.9629122807017543,0.962873399715505,0.963540260908682
KNeighborsClassifier(n_neighbors=21),21,Normalizer,21,0.9629122807017543,0.9576102418207683,0.9690958164642375
KNeighborsClassifier(n_neighbors=11),11,QuantileTransformer,28,0.9629122807017543,0.9576102418207683,0.9686446886446886
KNeighborsClassifier(n_neighbors=25),25,Normalizer,27,0.9629122807017543,0.9576102418207683,0.9690958164642375
KNeighborsClassifier(n_neighbors=15),15,Normalizer,29,0.9629122807017543,0.9576102418207683,0.9690958164642375
KNeighborsClassifier(n_neighbors=21),21,Normalizer,29,0.9629122807017543,0.9576102418207683,0.9690958164642375
KNeighborsClassifier(n_neighbors=23),23,Normalizer,29,0.9629122807017543,0.9576102418207683,0.9690958164642375
KNeighborsClassifier(n_neighbors=11),11,QuantileTransformer,29,0.9629122807017543,0.9576102418207683,0.9686446886446886
KNeighborsClassifier(n_neighbors=15),15,Normalizer,28,0.9629122807017543,0.9576102418207683,0.9690958164642375
KNeighborsClassifier(n_neighbors=11),11,QuantileTransformer,24,0.9629122807017543,0.9470839260312944,0.9794871794871796
KNeighborsClassifier(n_neighbors=23),23,Normalizer,23,0.9629122807017543,0.9628733997155049,0.964102564102564
KNeighborsClassifier(),5,QuantileTransformer,24,0.9629122807017543,0.9470839260312944,0.9794871794871796
KNeighborsClassifier(n_neighbors=25),25,Normalizer,26,0.9629122807017543,0.9576102418207683,0.9690958164642375
KNeighborsClassifier(n_neighbors=21),21,Normalizer,25,0.9629122807017543,0.9628733997155049,0.9638326585695006
KNeighborsClassifier(n_neighbors=17),17,Normalizer,24,0.9629122807017543,0.9576102418207683,0.9689535689535689
KNeighborsClassifier(),5,Normalizer,21,0.9628771929824561,0.9574679943100997,0.9685560053981106
KNeighborsClassifier(n_neighbors=15),15,Normalizer,27,0.9628771929824561,0.962873399715505,0.9642240215924426
KNeighborsClassifier(n_neighbors=19),19,Normalizer,27,0.9628771929824561,0.9628733997155049,0.964081774081774
KNeighborsClassifier(n_neighbors=11),11,QuantileTransformer,25,0.9628771929824561,0.9523470839260313,0.9742240215924426
KNeighborsClassifier(n_neighbors=11),11,Normalizer,20,0.9628771929824561,0.9574679943100997,0.9685560053981106
KNeighborsClassifier(n_neighbors=9),9,QuantileTransformer,26,0.9628771929824561,0.9523470839260313,0.9742240215924426
KNeighborsClassifier(n_neighbors=21),21,Normalizer,27,0.9628771929824561,0.9628733997155049,0.9642240215924426
KNeighborsClassifier(n_neighbors=19),19,Normalizer,21,0.9628771929824561,0.9574679943100997,0.9685560053981106
KNeighborsClassifier(n_neighbors=11),11,MaxAbsScaler,17,0.960421052631579,0.9365576102418208,0.9833333333333334
KNeighborsClassifier(n_neighbors=9),9,MinMaxScaler,18,0.960421052631579,0.9418207681365576,0.978078078078078
KNeighborsClassifier(n_neighbors=21),21,MinMaxScaler,18,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,18,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=9),9,MaxAbsScaler,17,0.9603859649122807,0.9365576102418208,0.9836336336336338
KNeighborsClassifier(n_neighbors=19),19,MaxAbsScaler,18,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=23),23,MinMaxScaler,18,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=15),15,MaxAbsScaler,19,0.9603859649122807,0.9470839260312944,0.97323436797121
KNeighborsClassifier(n_neighbors=7),7,MinMaxScaler,18,0.9603859649122807,0.9470839260312944,0.973931623931624
KNeighborsClassifier(),5,MinMaxScaler,18,0.9603859649122807,0.9470839260312944,0.973931623931624
KNeighborsClassifier(n_neighbors=19),19,MaxAbsScaler,17,0.9603859649122807,0.9470839260312944,0.97323436797121
KNeighborsClassifier(n_neighbors=17),17,MinMaxScaler,19,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=15),15,Original,18,0.9603859649122807,0.9418207681365576,0.9786628733997155
KNeighborsClassifier(n_neighbors=13),13,MaxAbsScaler,18,0.9603859649122807,0.9418207681365576,0.9782051282051283
KNeighborsClassifier(n_neighbors=25),25,MinMaxScaler,19,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=19),19,MinMaxScaler,19,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=23),23,MinMaxScaler,19,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,19,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,18,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=9),9,MaxAbsScaler,22,0.9603859649122807,0.9418207681365576,0.9786628733997155
KNeighborsClassifier(n_neighbors=25),25,MaxAbsScaler,17,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=25),25,MinMaxScaler,18,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=21),21,MaxAbsScaler,18,0.9603859649122807,0.9365576102418208,0.9837606837606838
KNeighborsClassifier(n_neighbors=23),23,MaxAbsScaler,18,0.9603859649122807,0.9418207681365576,0.9783552783552784
KNeighborsClassifier(n_neighbors=17),17,MaxAbsScaler,24,0.9603508771929825,0.9470839260312944,0.9729412929412928
KNeighborsClassifier(),5,StandardScaler,18,0.9603508771929825,0.9470839260312944,0.9736842105263157
KNeighborsClassifier(),5,MaxAbsScaler,17,0.9603508771929825,0.9418207681365576,0.9789473684210528
KNeighborsClassifier(n_neighbors=19),19,QuantileTransformer,20,0.9603508771929825,0.9523470839260313,0.9686549707602339
KNeighborsClassifier(),5,Original,18,0.9603508771929825,0.9470839260312944,0.9736842105263157
KNeighborsClassifier(n_neighbors=21),21,QuantileTransformer,21,0.9603508771929825,0.9470839260312947,0.9739541160593792
KNeighborsClassifier(n_neighbors=19),19,MinMaxScaler,20,0.9603508771929825,0.9470839260312944,0.9731000231000231
KNeighborsClassifier(n_neighbors=11),11,StandardScaler,21,0.9603508771929825,0.9418207681365576,0.9786555786555786
KNeighborsClassifier(n_neighbors=23),23,QuantileTransformer,21,0.9603508771929825,0.9470839260312947,0.9739541160593792
KNeighborsClassifier(n_neighbors=13),13,Original,20,0.9603508771929825,0.9418207681365576,0.9786555786555786
KNeighborsClassifier(n_neighbors=11),11,Original,20,0.9603508771929825,0.9470839260312944,0.9735346682715104
KNeighborsClassifier(n_neighbors=7),7,RobustScaler,19,0.9603508771929825,0.9523470839260313,0.969060984060984
KNeighborsClassifier(n_neighbors=11),11,MaxAbsScaler,28,0.9603508771929825,0.9418207681365576,0.9783466983466983
KNeighborsClassifier(n_neighbors=15),15,MinMaxScaler,22,0.9603508771929825,0.9470839260312944,0.9731000231000231
KNeighborsClassifier(n_neighbors=23),23,MinMaxScaler,20,0.9603508771929825,0.9418207681365576,0.9786555786555786
KNeighborsClassifier(n_neighbors=17),17,MaxAbsScaler,25,0.9603508771929825,0.9470839260312944,0.9729412929412928
KNeighborsClassifier(n_neighbors=21),21,QuantileTransformer,28,0.9603157894736842,0.9523470839260313,0.9685097358781569
KNeighborsClassifier(n_neighbors=15),15,QuantileTransformer,30,0.9603157894736842,0.9523470839260313,0.9685097358781569
KNeighborsClassifier(n_neighbors=17),17,QuantileTransformer,30,0.9603157894736842,0.9523470839260313,0.9685097358781569
KNeighborsClassifier(n_neighbors=11),11,MaxAbsScaler,27,0.9603157894736842,0.9418207681365576,0.9790823211875843
KNeighborsClassifier(n_neighbors=23),23,QuantileTransformer,26,0.9603157894736842,0.9576102418207683,0.9637728937728938
KNeighborsClassifier(),5,QuantileTransformer,22,0.9603157894736842,0.9523470839260313,0.9686446886446888
KNeighborsClassifier(n_neighbors=7),7,QuantileTransformer,22,0.9603157894736842,0.9523470839260313,0.9686446886446888
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,28,0.9603157894736842,0.9576102418207683,0.963931623931624
KNeighborsClassifier(),5,QuantileTransformer,23,0.9603157894736842,0.9418207681365576,0.9784962406015036
KNeighborsClassifier(n_neighbors=9),9,Normalizer,18,0.9603157894736842,0.9628733997155049,0.9599749843652283
KNeighborsClassifier(n_neighbors=13),13,MinMaxScaler,28,0.9603157894736842,0.9470839260312944,0.9735267656320288
KNeighborsClassifier(),5,QuantileTransformer,21,0.9603157894736842,0.9576102418207683,0.9637728937728938
KNeighborsClassifier(n_neighbors=19),19,QuantileTransformer,27,0.9603157894736842,0.9523470839260313,0.9685097358781569
KNeighborsClassifier(n_neighbors=19),19,QuantileTransformer,24,0.9603157894736842,0.9523470839260313,0.9686446886446888
KNeighborsClassifier(n_neighbors=21),21,QuantileTransformer,24,0.9603157894736842,0.9523470839260313,0.9686446886446888
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,29,0.9603157894736842,0.9470839260312944,0.9733680354732985
KNeighborsClassifier(n_neighbors=3),3,QuantileTransformer,27,0.9603157894736842,0.9470839260312944,0.9736769157821789
KNeighborsClassifier(n_neighbors=7),7,QuantileTransformer,21,0.9603157894736842,0.9523470839260313,0.9688034188034187
KNeighborsClassifier(n_neighbors=23),23,QuantileTransformer,25,0.9603157894736842,0.9576102418207683,0.9637728937728938
KNeighborsClassifier(n_neighbors=15),15,MaxAbsScaler,30,0.9603157894736842,0.9470839260312944,0.9733680354732985
KNeighborsClassifier(n_neighbors=11),11,Original,21,0.9603157894736842,0.9470839260312944,0.9736769157821789
KNeighborsClassifier(n_neighbors=15),15,Original,23,0.9603157894736842,0.9470839260312944,0.9736769157821789
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,27,0.9603157894736842,0.9470839260312944,0.9736769157821789
KNeighborsClassifier(n_neighbors=13),13,MaxAbsScaler,29,0.9603157894736842,0.9470839260312944,0.9733680354732985
KNeighborsClassifier(n_neighbors=13),13,QuantileTransformer,22,0.9603157894736842,0.9523470839260313,0.9694871794871794
KNeighborsClassifier(n_neighbors=15),15,QuantileTransformer,24,0.9603157894736842,0.9470839260312947,0.9743589743589745
KNeighborsClassifier(n_neighbors=17),17,QuantileTransformer,24,0.9603157894736842,0.9523470839260313,0.9686446886446888
KNeighborsClassifier(n_neighbors=15),15,MaxAbsScaler,29,0.9603157894736842,0.9470839260312944,0.9733680354732985
KNeighborsClassifier(n_neighbors=17),17,QuantileTransformer,25,0.9603157894736842,0.9523470839260313,0.9686446886446888
KNeighborsClassifier(n_neighbors=21),21,QuantileTransformer,22,0.9603157894736842,0.9470839260312947,0.9742240215924426
KNeighborsClassifier(n_neighbors=13),13,Original,21,0.9603157894736842,0.9470839260312944,0.9736769157821789
KNeighborsClassifier(n_neighbors=17),17,QuantileTransformer,27,0.960280701754386,0.9523470839260313,0.9686446886446886
KNeighborsClassifier(n_neighbors=7),7,Normalizer,22,0.960280701754386,0.9522048364153626,0.968421052631579
KNeighborsClassifier(n_neighbors=21),21,QuantileTransformer,30,0.960280701754386,0.9522048364153626,0.96796992481203
KNeighborsClassifier(n_neighbors=7),7,Normalizer,19,0.960280701754386,0.9574679943100997,0.9643132220795891
KNeighborsClassifier(n_neighbors=25),25,Normalizer,21,0.960280701754386,0.9576102418207683,0.963540260908682
KNeighborsClassifier(n_neighbors=7),7,Normalizer,21,0.960280701754386,0.9574679943100997,0.9639473684210526
KNeighborsClassifier(n_neighbors=23),23,Normalizer,20,0.960280701754386,0.9628733997155049,0.9582850056534268
KNeighborsClassifier(n_neighbors=21),21,Normalizer,20,0.960280701754386,0.9576102418207683,0.963690411058832
KNeighborsClassifier(n_neighbors=11),11,Normalizer,26,0.960280701754386,0.9523470839260313,0.9690958164642375
KNeighborsClassifier(n_neighbors=23),23,Normalizer,30,0.960280701754386,0.9523470839260313,0.9690958164642375
KNeighborsClassifier(n_neighbors=9),9,QuantileTransformer,30,0.960280701754386,0.9523470839260313,0.9686446886446886
KNeighborsClassifier(n_neighbors=11),11,QuantileTransformer,30,0.960280701754386,0.9523470839260313,0.9686446886446886
KNeighborsClassifier(n_neighbors=23),23,Normalizer,21,0.960280701754386,0.9576102418207683,0.963540260908682
KNeighborsClassifier(n_neighbors=9),9,Normalizer,20,0.960280701754386,0.9522048364153626,0.9686909581646426
KNeighborsClassifier(n_neighbors=7),7,Normalizer,20,0.960280701754386,0.9574679943100997,0.9639473684210526
KNeighborsClassifier(n_neighbors=3),3,Normalizer,19,0.960280701754386,0.9522048364153626,0.9686909581646426
KNeighborsClassifier(n_neighbors=9),9,Normalizer,28,0.960280701754386,0.9576102418207683,0.9633815307499518
KNeighborsClassifier(n_neighbors=11),11,Normalizer,28,0.960280701754386,0.9576102418207683,0.9633815307499518
KNeighborsClassifier(n_neighbors=11),11,MinMaxScaler,28,0.960280701754386,0.9470839260312944,0.9743589743589742
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,20,0.960280701754386,0.9418207681365576,0.9789473684210528
KNeighborsClassifier(n_neighbors=11),11,Normalizer,27,0.960280701754386,0.9523470839260313,0.9690958164642375
KNeighborsClassifier(n_neighbors=3),3,RobustScaler,19,0.960280701754386,0.9523470839260313,0.9678362573099415
KNeighborsClassifier(n_neighbors=9),9,QuantileTransformer,24,0.960280701754386,0.9470839260312944,0.9743589743589745
KNeighborsClassifier(n_neighbors=9),9,Normalizer,23,0.960280701754386,0.9469416785206259,0.9735419630156471
KNeighborsClassifier(n_neighbors=13),13,Normalizer,28,0.960280701754386,0.9576102418207683,0.9633815307499518
KNeighborsClassifier(n_neighbors=9),9,QuantileTransformer,28,0.960280701754386,0.9523470839260313,0.9686446886446886
KNeighborsClassifier(n_neighbors=13),13,RobustScaler,29,0.960280701754386,0.9470839260312947,0.9743589743589742
KNeighborsClassifier(n_neighbors=9),9,Normalizer,29,0.960280701754386,0.9576102418207683,0.9633815307499518
KNeighborsClassifier(),5,Normalizer,17,0.960280701754386,0.9628733997155049,0.9594444444444445
KNeighborsClassifier(n_neighbors=25),25,Normalizer,29,0.960280701754386,0.9523470839260313,0.9690958164642375
KNeighborsClassifier(n_neighbors=17),17,Normalizer,29,0.960280701754386,0.9523470839260313,0.9690958164642375
KNeighborsClassifier(n_neighbors=19),19,Normalizer,29,0.960280701754386,0.9523470839260313,0.9690958164642375
KNeighborsClassifier(n_neighbors=3),3,StandardScaler,18,0.960280701754386,0.9470839260312944,0.9742240215924426
KNeighborsClassifier(n_neighbors=25),25,Normalizer,22,0.9602807017543858,0.9628733997155049,0.9586971586971587
KNeighborsClassifier(n_neighbors=17),17,RobustScaler,27,0.9602807017543858,0.9523470839260313,0.9689535689535689
KNeighborsClassifier(n_neighbors=25),25,Normalizer,25,0.9602807017543858,0.9576102418207683,0.964102564102564
KNeighborsClassifier(n_neighbors=21),21,Normalizer,28,0.9602807017543858,0.9523470839260313,0.9689535689535689
KNeighborsClassifier(n_neighbors=19),19,Normalizer,19,0.9602807017543858,0.962873399715505,0.9588394062078273
KNeighborsClassifier(n_neighbors=23),23,Normalizer,22,0.9602807017543858,0.9628733997155049,0.9586971586971587
KNeighborsClassifier(n_neighbors=19),19,Normalizer,25,0.9602807017543858,0.9576102418207683,0.9638326585695006
KNeighborsClassifier(n_neighbors=13),13,Original,29,0.9602807017543858,0.9523470839260313,0.9689535689535689
KNeighborsClassifier(n_neighbors=17),17,Normalizer,22,0.9602456140350878,0.9574679943100997,0.9632928475033739
KNeighborsClassifier(n_neighbors=25),25,Normalizer,28,0.9602456140350878,0.9576102418207683,0.9642240215924426
KNeighborsClassifier(n_neighbors=11),11,Normalizer,21,0.9602456140350878,0.9522048364153626,0.968413757887442
KNeighborsClassifier(n_neighbors=23),23,Normalizer,28,0.9602456140350878,0.9576102418207683,0.9642240215924426
KNeighborsClassifier(n_neighbors=17),17,Normalizer,25,0.9602456140350878,0.9522048364153626,0.968413757887442
KNeighborsClassifier(n_neighbors=19),19,Normalizer,24,0.9602456140350878,0.9574679943100997,0.9632928475033739
KNeighborsClassifier(n_neighbors=11),11,QuantileTransformer,26,0.9602456140350878,0.9523470839260313,0.9690958164642375
KNeighborsClassifier(n_neighbors=11),11,Normalizer,19,0.9602456140350878,0.9574679943100997,0.9638191632928474
